,alert_id,full_path,title,date
75,AA20-225A,https://www.cisa.gov/ncas/alerts/aa20-225a,Malicious Cyber Actor Spoofing COVID-19 Loan Relief Webpage via Phishing Emails,2020-08-12
76,AA20-209A,https://www.cisa.gov/ncas/alerts/aa20-209a,Potential Legacy Risk from Malware Targeting QNAP NAS Devices,2020-07-27
77,AA20-206A,https://www.cisa.gov/ncas/alerts/aa20-206a,Threat Actor Exploitation of F5 BIG-IP CVE-2020-5902   ,2020-07-24
78,AA20-205A,https://www.cisa.gov/ncas/alerts/aa20-205a,NSA and CISA Recommend Immediate Actions to Reduce Exposure Across Operational Technologies and Control Systems,2020-07-23
79,AA20-198A,https://www.cisa.gov/ncas/alerts/aa20-198a,Malicious Cyber Actor Use of Network Tunneling and Spoofing to Obfuscate Geolocation,2020-07-16
80,AA20-195A,https://www.cisa.gov/ncas/alerts/aa20-195a,Critical Vulnerability in SAP NetWeaver AS Java,2020-07-13
81,AA20-183A,https://www.cisa.gov/ncas/alerts/aa20-183a,Defending Against Malicious Cyber Activity Originating from Tor ,2020-07-01
82,AA20-182A,https://www.cisa.gov/ncas/alerts/aa20-182a,EINSTEIN Data Trends – 30-day Lookback ,2020-06-30
83,AA20-133A,https://www.cisa.gov/ncas/alerts/aa20-133a,Top 10 Routinely Exploited Vulnerabilities,2020-05-12
84,AA20-126A,https://www.cisa.gov/ncas/alerts/aa20-126a,APT Groups Target Healthcare and Essential Services,2020-05-05
85,AA20-120A,https://www.cisa.gov/ncas/alerts/aa20-120a,Microsoft Office 365 Security Recommendations ,2020-04-29
86,AA20-107A,https://www.cisa.gov/ncas/alerts/aa20-107a,Continued Threat Actor Exploitation Post Pulse Secure VPN Patching,2020-04-16
87,AA20-106A,https://www.cisa.gov/ncas/alerts/aa20-106a,Guidance on the North Korean Cyber Threat,2020-04-15
88,AA20-099A,https://www.cisa.gov/ncas/alerts/aa20-099a,COVID-19 Exploited by Malicious Cyber Actors,2020-04-08
89,AA20-073A,https://www.cisa.gov/ncas/alerts/aa20-073a,Enterprise VPN Security,2020-03-13
90,AA20-049A,https://www.cisa.gov/ncas/alerts/aa20-049a,Ransomware Impacting Pipeline Operations  ,2020-02-18
91,AA20-031A,https://www.cisa.gov/ncas/alerts/aa20-031a,Detecting Citrix CVE-2019-19781,2020-01-31
92,AA20-020A,https://www.cisa.gov/ncas/alerts/aa20-020a,"Critical Vulnerability in Citrix Application Delivery Controller, Gateway, and SD-WAN WANOP ",2020-01-20
93,AA20-014A,https://www.cisa.gov/ncas/alerts/aa20-014a,Critical Vulnerabilities in Microsoft Windows Operating Systems,2020-01-14
94,AA20-010A,https://www.cisa.gov/ncas/alerts/aa20-010a,Continued Exploitation of Pulse Secure VPN Vulnerability,2020-01-10
95,AA20-006A,https://www.cisa.gov/ncas/alerts/aa20-006a,Potential for Iranian Cyber Response to U.S. Military Strike in Baghdad,2020-01-06
96,AA19-339A,https://www.cisa.gov/ncas/alerts/aa19-339a,Dridex Malware,2019-12-05
97,AA19-290A,https://www.cisa.gov/ncas/alerts/aa19-290a,Microsoft Ending Support for Windows 7 and Windows Server 2008 R2,2019-10-17
98,AA19-168A,https://www.cisa.gov/ncas/alerts/AA19-168A,Microsoft Operating Systems BlueKeep Vulnerability,2019-06-17
99,AA19-122A,https://www.cisa.gov/ncas/alerts/AA19-122A,New Exploits for Unsecure SAP Systems,2019-05-02
100,AA19-024A,https://www.cisa.gov/ncas/alerts/AA19-024A,DNS Infrastructure Hijacking Campaign,2019-01-24
101,AA18-337A,https://www.cisa.gov/ncas/alerts/AA18-337A,SamSam Ransomware,2018-12-03
102,TA18-331A,https://www.cisa.gov/ncas/alerts/TA18-331A,3ve – Major Online Ad Fraud Operation,2018-11-27
103,AA18-284A,https://www.cisa.gov/ncas/alerts/AA18-284A,Publicly Available Tools Seen in Cyber Incidents Worldwide,2018-10-11
104,TA18-276B,https://www.cisa.gov/ncas/alerts/TA18-276B,Advanced Persistent Threat Activity Exploiting Managed Service Providers,2018-10-03
105,TA18-276A,https://www.cisa.gov/ncas/alerts/TA18-276A,Using Rigorous Credential Control to Mitigate Trusted Network Exploitation,2018-10-03
106,TA18-275A,https://www.cisa.gov/ncas/alerts/TA18-275A,HIDDEN COBRA – FASTCash Campaign,2018-10-02
107,TA18-201A,https://www.cisa.gov/ncas/alerts/TA18-201A,Emotet Malware,2018-07-20
108,TA18-149A,https://www.cisa.gov/ncas/alerts/TA18-149A,HIDDEN COBRA – Joanap Backdoor Trojan and Brambul Server Message Block Worm,2018-05-29
109,TA18-145A,https://www.cisa.gov/ncas/alerts/TA18-145A,Cyber Actors Target Home and Office Routers and Networked Devices Worldwide,2018-05-25
110,TA18-141A,https://www.cisa.gov/ncas/alerts/TA18-141A,Side-Channel Vulnerability Variants 3a and 4,2018-05-21
111,TA18-106A,https://www.cisa.gov/ncas/alerts/TA18-106A,Russian State-Sponsored Cyber Actors Targeting Network Infrastructure Devices,2018-04-16
112,TA18-086A,https://www.cisa.gov/ncas/alerts/TA18-086A,Brute Force Attacks Conducted by Cyber Actors ,2018-03-27
113,TA18-074A,https://www.cisa.gov/ncas/alerts/TA18-074A,Russian Government Cyber Activity Targeting Energy and Other Critical Infrastructure Sectors,2018-03-15
114,TA18-004A,https://www.cisa.gov/ncas/alerts/TA18-004A,Meltdown and Spectre Side-Channel Vulnerability Guidance,2018-01-04
115,TA17-318B,https://www.cisa.gov/ncas/alerts/TA17-318B,HIDDEN COBRA – North Korean Trojan: Volgmer,2017-11-14
116,TA17-318A,https://www.cisa.gov/ncas/alerts/TA17-318A,HIDDEN COBRA – North Korean Remote Administration Tool: FALLCHILL,2017-11-14
117,TA17-293A,https://www.cisa.gov/ncas/alerts/TA17-293A,Advanced Persistent Threat Activity Targeting Energy and Other Critical Infrastructure Sectors,2017-10-20
118,TA17-181A,https://www.cisa.gov/ncas/alerts/TA17-181A,Petya Ransomware ,2017-07-01
119,TA17-164A,https://www.cisa.gov/ncas/alerts/TA17-164A,HIDDEN COBRA – North Korea’s DDoS Botnet Infrastructure,2017-06-13
120,TA17-163A,https://www.cisa.gov/ncas/alerts/TA17-163A,CrashOverride Malware,2017-06-12
121,TA17-156A,https://www.cisa.gov/ncas/alerts/TA17-156A,Reducing the Risk of SNMP Abuse,2017-06-05
122,TA17-132A,https://www.cisa.gov/ncas/alerts/TA17-132A,Indicators Associated With WannaCry Ransomware,2017-05-12
123,TA17-117A,https://www.cisa.gov/ncas/alerts/TA17-117A,Intrusions Affecting Multiple Victims Across Multiple Sectors,2017-04-27
124,TA17-075A,https://www.cisa.gov/ncas/alerts/TA17-075A,HTTPS Interception Weakens TLS Security,2017-03-16
125,TA16-336A,https://www.cisa.gov/ncas/alerts/TA16-336A,Avalanche (crimeware-as-a-service infrastructure),2016-12-01
126,TA16-288A,https://www.cisa.gov/ncas/alerts/TA16-288A,Heightened DDoS Threat Posed by Mirai and Other Botnets,2016-10-14
127,TA16-250A,https://www.cisa.gov/ncas/alerts/TA16-250A,The Increasing Threat to Network Infrastructure Devices and Recommended Mitigations,2016-09-06
128,TA16-187A,https://www.cisa.gov/ncas/alerts/TA16-187A,Symantec and Norton Security Products Contain Critical Vulnerabilities,2016-07-05
129,TA16-144A,https://www.cisa.gov/ncas/alerts/TA16-144A,WPAD Name Collision Vulnerability,2016-05-23
130,TA16-132A,https://www.cisa.gov/ncas/alerts/TA16-132A,Exploitation of SAP Business Applications,2016-05-11
131,TA16-105A,https://www.cisa.gov/ncas/alerts/TA16-105A,Apple Ends Support for QuickTime for Windows; New Vulnerabilities Announced,2016-04-14
132,TA16-091A,https://www.cisa.gov/ncas/alerts/TA16-091A,Ransomware and Recent Variants,2016-03-31
133,TA15-337A,https://www.cisa.gov/ncas/alerts/TA15-337A,Dorkbot,2015-12-03
134,TA15-314A,https://www.cisa.gov/ncas/alerts/TA15-314A,Compromised Web Servers and Web Shells - Threat Awareness and Guidance ,2015-11-10
135,TA15-286A,https://www.cisa.gov/ncas/alerts/TA15-286A,Dridex P2P Malware,2015-10-13
136,TA15-240A,https://www.cisa.gov/ncas/alerts/TA15-240A,Controlling Outbound DNS Access,2015-08-28
137,TA15-213A,https://www.cisa.gov/ncas/alerts/TA15-213A,Recent Email Phishing Campaigns – Mitigation and Response Recommendations,2015-08-01
138,TA15-195A,https://www.cisa.gov/ncas/alerts/TA15-195A,Adobe Flash and Microsoft Windows Vulnerabilities,2015-07-14
139,TA15-120A,https://www.cisa.gov/ncas/alerts/TA15-120A,Securing End-to-End Communications,2015-04-30
140,TA15-119A,https://www.cisa.gov/ncas/alerts/TA15-119A,Top 30 Targeted High Risk Vulnerabilities,2015-04-29
141,TA15-105A,https://www.cisa.gov/ncas/alerts/TA15-105A,Simda Botnet,2015-04-15
142,TA15-103A,https://www.cisa.gov/ncas/alerts/TA15-103A,DNS Zone Transfer AXFR Requests May Leak Domain Information,2015-04-13
143,TA15-098A,https://www.cisa.gov/ncas/alerts/TA15-098A,AAEH,2015-04-09
144,TA15-051A,https://www.cisa.gov/ncas/alerts/TA15-051A,Lenovo Superfish Adware Vulnerable to HTTPS Spoofing,2015-02-20
145,TA14-353A,https://www.cisa.gov/ncas/alerts/TA14-353A,Targeted Destructive Malware,2014-12-19
146,TA14-329A,https://www.cisa.gov/ncas/alerts/TA14-329A,Regin Malware,2014-11-25
147,TA14-323A,https://www.cisa.gov/ncas/alerts/TA14-323A,Microsoft Windows Kerberos KDC Remote Privilege Escalation Vulnerability ,2014-11-19
148,TA14-318B,https://www.cisa.gov/ncas/alerts/TA14-318B,Microsoft Windows OLE Automation Array Remote Code Execution Vulnerability ,2014-11-14
149,TA14-318A,https://www.cisa.gov/ncas/alerts/TA14-318A,Microsoft Secure Channel (Schannel) Vulnerability (CVE-2014-6321) ,2014-11-14
150,TA14-317A,https://www.cisa.gov/ncas/alerts/TA14-317A,Apple iOS 'Masque Attack' Technique,2014-11-13
151,TA14-310A,https://www.cisa.gov/ncas/alerts/TA14-310A,Microsoft Ending Support for Windows Server 2003 Operating System,2014-11-10
152,TA14-300A,https://www.cisa.gov/ncas/alerts/TA14-300A,Phishing Campaign Linked with “Dyre” Banking Malware,2014-10-27
153,TA14-295A,https://www.cisa.gov/ncas/alerts/TA14-295A,Crypto Ransomware,2014-10-22
154,TA14-290A,https://www.cisa.gov/ncas/alerts/TA14-290A,SSL 3.0 Protocol Vulnerability and POODLE Attack,2014-10-17
155,TA14-268A,https://www.cisa.gov/ncas/alerts/TA14-268A,"GNU Bourne-Again Shell (Bash) ‘Shellshock’ Vulnerability (CVE-2014-6271, CVE-2014-7169, CVE-2014-7186, CVE-2014-7187, CVE-2014-6277 and CVE 2014-6278) ",2014-09-25
156,TA14-212A,https://www.cisa.gov/ncas/alerts/TA14-212A,Backoff Point-of-Sale Malware,2014-07-31
157,TA14-150A,https://www.cisa.gov/ncas/alerts/TA14-150A,GameOver Zeus P2P Malware,2014-06-02
158,TA14-098A,https://www.cisa.gov/ncas/alerts/TA14-098A,OpenSSL 'Heartbleed' vulnerability (CVE-2014-0160),2014-04-08
159,TA14-069A,https://www.cisa.gov/ncas/alerts/TA14-069A-0,Microsoft Ending Support for Windows XP and Office 2003,2014-03-10
160,TA14-017A,https://www.cisa.gov/ncas/alerts/TA14-017A,UDP-Based Amplification Attacks,2014-01-17
161,TA14-013A,https://www.cisa.gov/ncas/alerts/TA14-013A,NTP Amplification Attacks Using CVE-2013-5211,2014-01-13
162,TA14-002A,https://www.cisa.gov/ncas/alerts/TA14-002A,Malware Targeting Point of Sale Systems,2014-01-02
163,TA13-317A,https://www.cisa.gov/ncas/alerts/TA13-317A,Microsoft Updates for Multiple Vulnerabilities,2013-11-13
164,TA13-309A,https://www.cisa.gov/ncas/alerts/TA13-309A,CryptoLocker Ransomware Infections,2013-11-05
165,TA13-288A,https://www.cisa.gov/ncas/alerts/TA13-288A,Microsoft Updates for Multiple Vulnerabilities,2013-10-15
166,TA13-253A,https://www.cisa.gov/ncas/alerts/TA13-253A,Microsoft Updates for Multiple Vulnerabilities,2013-09-10
167,TA13-225A,https://www.cisa.gov/ncas/alerts/TA13-225A,Microsoft Updates for Multiple Vulnerabilities,2013-08-13
168,TA13-207A,https://www.cisa.gov/ncas/alerts/TA13-207A,Risks of Using the Intelligent Platform Management Interface (IPMI),2013-07-26
169,TA13-193A,https://www.cisa.gov/ncas/alerts/TA13-193A,Exploit Tool Targets Vulnerabilities in McAfee ePolicy Orchestrator (ePO),2013-07-12
170,TA13-190A,https://www.cisa.gov/ncas/alerts/TA13-190A,Microsoft Updates for Multiple Vulnerabilities,2013-07-09
171,TA13-175A,https://www.cisa.gov/ncas/alerts/TA13-175A,Risks of Default Passwords on the Internet,2013-06-24
172,TA13-169A,https://www.cisa.gov/ncas/alerts/TA13-169A,Oracle Releases Updates for Javadoc and Other Java SE Vulnerabilities,2013-06-18
173,TA13-168A,https://www.cisa.gov/ncas/alerts/TA13-168A,Microsoft Updates for Multiple Vulnerabilities,2013-06-17
174,TA13-141A,https://www.cisa.gov/ncas/alerts/TA13-141A,"Washington, DC Radio Station Web Site Compromises",2013-05-20
175,TA13-134A,https://www.cisa.gov/ncas/alerts/TA13-134A,Microsoft Updates for Multiple Vulnerabilities,2013-05-14
176,TA13-107A,https://www.cisa.gov/ncas/alerts/TA13-107A,Oracle Has Released Multiple Updates for Java SE,2013-04-17
177,TA13-100A,https://www.cisa.gov/ncas/alerts/TA13-100A,Microsoft Updates for Multiple Vulnerabilities,2013-04-10
178,TA13-088A,https://www.cisa.gov/ncas/alerts/TA13-088A,DNS Amplification Attacks,2013-03-29
179,TA13-071A,https://www.cisa.gov/ncas/alerts/TA13-071A,Microsoft Updates for Multiple Vulnerabilities,2013-03-12
180,TA13-064A,https://www.cisa.gov/ncas/alerts/TA13-064A,Oracle Java Contains Multiple Vulnerabilities,2013-03-05
181,TA13-051A,https://www.cisa.gov/ncas/alerts/TA13-051A,Oracle Java Multiple Vulnerabilities,2013-02-20
182,TA13-043B,https://www.cisa.gov/ncas/alerts/TA13-043B,Microsoft Updates for Multiple Vulnerabilities,2013-02-12
183,TA13-043A,https://www.cisa.gov/ncas/alerts/TA13-043A,Adobe Updates for Multiple Vulnerabilities,2013-02-12
184,TA13-032A,https://www.cisa.gov/ncas/alerts/TA13-032A,Oracle Java Multiple Vulnerabilities,2013-02-01
185,TA13-024A,https://www.cisa.gov/ncas/alerts/TA13-024A,Content Management Systems Security and Associated Risks,2013-01-24
186,TA13-015A,https://www.cisa.gov/ncas/alerts/TA13-015A,Microsoft Releases Update for Internet Explorer Vulnerability CVE-2012-4792,2013-01-15
187,TA13-010A,https://www.cisa.gov/ncas/alerts/TA13-010A,Oracle Java 7 Security Manager Bypass Vulnerability,2013-01-10
188,TA13-008A,https://www.cisa.gov/ncas/alerts/TA13-008A,Microsoft Updates for Multiple Vulnerabilities,2013-01-08
189,TA12-346A,https://www.cisa.gov/ncas/alerts/TA12-346A,Microsoft Updates for Multiple Vulnerabilities,2012-12-12
190,TA12-318A,https://www.cisa.gov/ncas/alerts/TA12-318A,Microsoft Updates for Multiple Vulnerabilities,2012-11-13
191,TA12-283A,https://www.cisa.gov/ncas/alerts/TA12-283A,Microsoft Updates for Multiple Vulnerabilities,2012-10-09
192,TA12-265A,https://www.cisa.gov/ncas/alerts/TA12-265A,Microsoft Releases Patch for Internet Explorer Exploit,2012-09-21
193,TA12-262A,https://www.cisa.gov/ncas/alerts/TA12-262A,Microsoft Security Advisory for Internet Explorer Exploit,2012-09-18
194,TA12-255A,https://www.cisa.gov/ncas/alerts/TA12-255A,Microsoft Updates for Multiple Vulnerabilities,2012-09-11
195,TA12-251A,https://www.cisa.gov/ncas/alerts/TA12-251A,Microsoft Update For Minimum Certificate Key Length,2012-09-07
196,TA12-240A,https://www.cisa.gov/ncas/alerts/TA12-240A,Oracle Java 7 Security Manager Bypass Vulnerability,2012-08-27
197,TA12-227A,https://www.cisa.gov/ncas/alerts/TA12-227A,Microsoft Updates for Multiple Vulnerabilities,2012-08-14
198,TA12-192A,https://www.cisa.gov/ncas/alerts/TA12-192A,Microsoft Updates for Multiple Vulnerabilities,2012-07-10
199,TA12-174A,https://www.cisa.gov/ncas/alerts/TA12-174A,Microsoft XML Core Services Attack Activity,2012-06-22
200,TA12-164A,https://www.cisa.gov/ncas/alerts/TA12-164A,Microsoft Updates for Multiple Vulnerabilities,2012-06-12
201,TA12-129A,https://www.cisa.gov/ncas/alerts/TA12-129A,Microsoft Updates for Multiple Vulnerabilities,2012-05-08
202,TA12-101B,https://www.cisa.gov/ncas/alerts/TA12-101B,Adobe Reader and Acrobat Security Updates and Architectural Improvements,2012-04-10
203,TA12-101A,https://www.cisa.gov/ncas/alerts/TA12-101A,Microsoft Updates for Multiple Vulnerabilities,2012-04-10
