,alert_id,full_path,title,date
48,AA21-131A,https://www.cisa.gov/ncas/alerts/aa21-131a,DarkSide Ransomware: Best Practices for Preventing Business Disruption from Ransomware Attacks,"
                                Original release date: May 11, 2021  | Last revised: July 08, 2021
                                            "
49,AA21-116A,https://www.cisa.gov/ncas/alerts/aa21-116a,Russian Foreign Intelligence Service (SVR) Cyber Operations: Trends and Best Practices for Network Defenders,"
                                                Original release date: April 26, 2021
                            "
50,AA21-110A,https://www.cisa.gov/ncas/alerts/aa21-110a,Exploitation of Pulse Connect Secure Vulnerabilities,"
                                Original release date: April 20, 2021  | Last revised: August 24, 2021
                                            "
51,AA21-077A,https://www.cisa.gov/ncas/alerts/aa21-077a,Detecting Post-Compromise Threat Activity Using the CHIRP IOC Detection Tool,"
                                Original release date: March 18, 2021  | Last revised: April 15, 2021
                                            "
52,AA21-076A,https://www.cisa.gov/ncas/alerts/aa21-076a,TrickBot Malware,"
                                Original release date: March 17, 2021  | Last revised: May 20, 2021
                                            "
53,AA21-062A,https://www.cisa.gov/ncas/alerts/aa21-062a,Mitigate Microsoft Exchange Server Vulnerabilities,"
                                Original release date: March 03, 2021  | Last revised: July 19, 2021
                                            "
54,AA21-055A,https://www.cisa.gov/ncas/alerts/aa21-055a,Exploitation of Accellion File Transfer Appliance,"
                                Original release date: February 24, 2021  | Last revised: June 17, 2021
                                            "
55,AA21-048A,https://www.cisa.gov/ncas/alerts/aa21-048a,AppleJeus: Analysis of North Korea’s Cryptocurrency Malware ,"
                                Original release date: February 17, 2021  | Last revised: April 15, 2021
                                            "
56,AA21-042A,https://www.cisa.gov/ncas/alerts/aa21-042a,Compromise of U.S. Water Treatment Facility ,"
                                Original release date: February 11, 2021  | Last revised: February 12, 2021
                                            "
57,AA21-008A,https://www.cisa.gov/ncas/alerts/aa21-008a,Detecting Post-Compromise Threat Activity in Microsoft Cloud Environments  ,"
                                Original release date: January 08, 2021  | Last revised: April 15, 2021
                                            "
58,AA20-352A,https://www.cisa.gov/ncas/alerts/aa20-352a,"Advanced Persistent Threat Compromise of Government Agencies, Critical Infrastructure, and Private Sector Organizations","
                                Original release date: December 17, 2020  | Last revised: April 15, 2021
                                            "
59,AA20-345A,https://www.cisa.gov/ncas/alerts/aa20-345a,Cyber Actors Target K-12 Distance Learning Education to Cause Disruptions and Steal Data ,"
                                                Original release date: December 10, 2020
                            "
60,AA20-336A,https://www.cisa.gov/ncas/alerts/aa20-336a,Advanced Persistent Threat Actors Targeting U.S. Think Tanks,"
                                                Original release date: December 01, 2020
                            "
61,AA20-304A,https://www.cisa.gov/ncas/alerts/aa20-304a,Iranian Advanced Persistent Threat Actor Identified Obtaining Voter Registration Data,"
                                Original release date: October 30, 2020  | Last revised: November 03, 2020
                                            "
62,AA20-302A,https://www.cisa.gov/ncas/alerts/aa20-302a,Ransomware Activity Targeting the Healthcare and Public Health Sector,"
                                Original release date: October 28, 2020  | Last revised: November 02, 2020
                                            "
63,AA20-301A,https://www.cisa.gov/ncas/alerts/aa20-301a,North Korean Advanced Persistent Threat Focus: Kimsuky,"
                                                Original release date: October 27, 2020
                            "
64,AA20-296B,https://www.cisa.gov/ncas/alerts/aa20-296b,Iranian Advanced Persistent Threat Actors Threaten Election-Related Systems,"
                                                Original release date: October 22, 2020
                            "
65,AA20-296A,https://www.cisa.gov/ncas/alerts/aa20-296a,Russian State-Sponsored Advanced Persistent Threat Actor Compromises U.S. Government Targets,"
                                Original release date: October 22, 2020  | Last revised: December 01, 2020
                                            "
66,AA20-283A,https://www.cisa.gov/ncas/alerts/aa20-283a,"APT Actors Chaining Vulnerabilities Against SLTT, Critical Infrastructure, and Elections Organizations","
                                Original release date: October 09, 2020  | Last revised: October 24, 2020
                                            "
67,AA20-280A,https://www.cisa.gov/ncas/alerts/aa20-280a,Emotet Malware,"
                                Original release date: October 06, 2020  | Last revised: October 24, 2020
                                            "
68,AA20-275A,https://www.cisa.gov/ncas/alerts/aa20-275a,Potential for China Cyber Response to Heightened U.S.–China Tensions,"
                                Original release date: October 01, 2020  | Last revised: October 20, 2020
                                            "
69,AA20-266A,https://www.cisa.gov/ncas/alerts/aa20-266a,LokiBot Malware ,"
                                Original release date: September 22, 2020  | Last revised: October 24, 2020
                                            "
70,AA20-259A,https://www.cisa.gov/ncas/alerts/aa20-259a,Iran-Based Threat Actor Exploits VPN Vulnerabilities,"
                                                Original release date: September 15, 2020
                            "
71,AA20-258A,https://www.cisa.gov/ncas/alerts/aa20-258a,Chinese Ministry of State Security-Affiliated Cyber Threat Actor Activity,"
                                Original release date: September 14, 2020  | Last revised: October 24, 2020
                                            "
72,AA20-245A,https://www.cisa.gov/ncas/alerts/aa20-245a,Technical Approaches to Uncovering and Remediating Malicious Activity,"
                                Original release date: September 01, 2020  | Last revised: September 24, 2020
                                            "
73,AA20-239A,https://www.cisa.gov/ncas/alerts/aa20-239a,FASTCash 2.0: North Korea's BeagleBoyz Robbing Banks,"
                                Original release date: August 26, 2020  | Last revised: October 24, 2020
                                            "
74,AA20-227A,https://www.cisa.gov/ncas/alerts/aa20-227a,Phishing Emails Used to Deploy KONNI Malware,"
                                Original release date: August 14, 2020  | Last revised: October 24, 2020
                                            "
75,AA20-225A,https://www.cisa.gov/ncas/alerts/aa20-225a,Malicious Cyber Actor Spoofing COVID-19 Loan Relief Webpage via Phishing Emails,"
                                Original release date: August 12, 2020  | Last revised: August 14, 2020
                                            "
76,AA20-209A,https://www.cisa.gov/ncas/alerts/aa20-209a,Potential Legacy Risk from Malware Targeting QNAP NAS Devices,"
                                Original release date: July 27, 2020  | Last revised: August 06, 2020
                                            "
77,AA20-206A,https://www.cisa.gov/ncas/alerts/aa20-206a,Threat Actor Exploitation of F5 BIG-IP CVE-2020-5902   ,"
                                                Original release date: July 24, 2020
                            "
78,AA20-205A,https://www.cisa.gov/ncas/alerts/aa20-205a,NSA and CISA Recommend Immediate Actions to Reduce Exposure Across Operational Technologies and Control Systems,"
                                Original release date: July 23, 2020  | Last revised: October 24, 2020
                                            "
79,AA20-198A,https://www.cisa.gov/ncas/alerts/aa20-198a,Malicious Cyber Actor Use of Network Tunneling and Spoofing to Obfuscate Geolocation,"
                                Original release date: July 16, 2020  | Last revised: October 24, 2020
                                            "
80,AA20-195A,https://www.cisa.gov/ncas/alerts/aa20-195a,Critical Vulnerability in SAP NetWeaver AS Java,"
                                                Original release date: July 13, 2020
                            "
81,AA20-183A,https://www.cisa.gov/ncas/alerts/aa20-183a,Defending Against Malicious Cyber Activity Originating from Tor ,"
                                Original release date: July 01, 2020  | Last revised: August 02, 2021
                                            "
82,AA20-182A,https://www.cisa.gov/ncas/alerts/aa20-182a,EINSTEIN Data Trends – 30-day Lookback ,"
                                                Original release date: June 30, 2020
                            "
83,AA20-133A,https://www.cisa.gov/ncas/alerts/aa20-133a,Top 10 Routinely Exploited Vulnerabilities,"
                                                Original release date: May 12, 2020
                            "
84,AA20-126A,https://www.cisa.gov/ncas/alerts/aa20-126a,APT Groups Target Healthcare and Essential Services,"
                                Original release date: May 05, 2020  | Last revised: January 25, 2022
                                            "
85,AA20-120A,https://www.cisa.gov/ncas/alerts/aa20-120a,Microsoft Office 365 Security Recommendations ,"
                                                Original release date: April 29, 2020
                            "
86,AA20-107A,https://www.cisa.gov/ncas/alerts/aa20-107a,Continued Threat Actor Exploitation Post Pulse Secure VPN Patching,"
                                Original release date: April 16, 2020  | Last revised: October 24, 2020
                                            "
87,AA20-106A,https://www.cisa.gov/ncas/alerts/aa20-106a,Guidance on the North Korean Cyber Threat,"
                                Original release date: April 15, 2020  | Last revised: June 23, 2020
                                            "
88,AA20-099A,https://www.cisa.gov/ncas/alerts/aa20-099a,COVID-19 Exploited by Malicious Cyber Actors,"
                                                Original release date: April 08, 2020
                            "
89,AA20-073A,https://www.cisa.gov/ncas/alerts/aa20-073a,Enterprise VPN Security,"
                                Original release date: March 13, 2020  | Last revised: April 15, 2020
                                            "
90,AA20-049A,https://www.cisa.gov/ncas/alerts/aa20-049a,Ransomware Impacting Pipeline Operations  ,"
                                Original release date: February 18, 2020  | Last revised: October 24, 2020
                                            "
91,AA20-031A,https://www.cisa.gov/ncas/alerts/aa20-031a,Detecting Citrix CVE-2019-19781,"
                                Original release date: January 31, 2020  | Last revised: May 21, 2020
                                            "
92,AA20-020A,https://www.cisa.gov/ncas/alerts/aa20-020a,"Critical Vulnerability in Citrix Application Delivery Controller, Gateway, and SD-WAN WANOP ","
                                Original release date: January 20, 2020  | Last revised: May 21, 2020
                                            "
93,AA20-014A,https://www.cisa.gov/ncas/alerts/aa20-014a,Critical Vulnerabilities in Microsoft Windows Operating Systems,"
                                                Original release date: January 14, 2020
                            "
94,AA20-010A,https://www.cisa.gov/ncas/alerts/aa20-010a,Continued Exploitation of Pulse Secure VPN Vulnerability,"
                                Original release date: January 10, 2020  | Last revised: April 15, 2020
                                            "
95,AA20-006A,https://www.cisa.gov/ncas/alerts/aa20-006a,Potential for Iranian Cyber Response to U.S. Military Strike in Baghdad,"
                                Original release date: January 06, 2020  | Last revised: October 24, 2020
                                            "
96,AA19-339A,https://www.cisa.gov/ncas/alerts/aa19-339a,Dridex Malware,"
                                Original release date: December 05, 2019  | Last revised: June 30, 2020
                                            "
97,AA19-290A,https://www.cisa.gov/ncas/alerts/aa19-290a,Microsoft Ending Support for Windows 7 and Windows Server 2008 R2,"
                                Original release date: October 17, 2019  | Last revised: October 18, 2019
                                            "
98,AA19-168A,https://www.cisa.gov/ncas/alerts/AA19-168A,Microsoft Operating Systems BlueKeep Vulnerability,"
                                                Original release date: June 17, 2019
                            "
99,AA19-122A,https://www.cisa.gov/ncas/alerts/AA19-122A,New Exploits for Unsecure SAP Systems,"
                                Original release date: May 02, 2019  | Last revised: May 03, 2019
                                            "
100,AA19-024A,https://www.cisa.gov/ncas/alerts/AA19-024A,DNS Infrastructure Hijacking Campaign,"
                                Original release date: January 24, 2019  | Last revised: February 13, 2019
                                            "
101,AA18-337A,https://www.cisa.gov/ncas/alerts/AA18-337A,SamSam Ransomware,"
                                                Original release date: December 03, 2018
                            "
102,TA18-331A,https://www.cisa.gov/ncas/alerts/TA18-331A,3ve – Major Online Ad Fraud Operation,"
                                                Original release date: November 27, 2018
                            "
103,AA18-284A,https://www.cisa.gov/ncas/alerts/AA18-284A,Publicly Available Tools Seen in Cyber Incidents Worldwide,"
                                Original release date: October 11, 2018  | Last revised: June 30, 2020
                                            "
104,TA18-276B,https://www.cisa.gov/ncas/alerts/TA18-276B,Advanced Persistent Threat Activity Exploiting Managed Service Providers,"
                                Original release date: October 03, 2018  | Last revised: June 30, 2020
                                            "
105,TA18-276A,https://www.cisa.gov/ncas/alerts/TA18-276A,Using Rigorous Credential Control to Mitigate Trusted Network Exploitation,"
                                                Original release date: October 03, 2018
                            "
106,TA18-275A,https://www.cisa.gov/ncas/alerts/TA18-275A,HIDDEN COBRA – FASTCash Campaign,"
                                Original release date: October 02, 2018  | Last revised: December 21, 2018
                                            "
107,TA18-201A,https://www.cisa.gov/ncas/alerts/TA18-201A,Emotet Malware,"
                                Original release date: July 20, 2018  | Last revised: January 23, 2020
                                            "
108,TA18-149A,https://www.cisa.gov/ncas/alerts/TA18-149A,HIDDEN COBRA – Joanap Backdoor Trojan and Brambul Server Message Block Worm,"
                                Original release date: May 29, 2018  | Last revised: May 31, 2018
                                            "
109,TA18-145A,https://www.cisa.gov/ncas/alerts/TA18-145A,Cyber Actors Target Home and Office Routers and Networked Devices Worldwide,"
                                Original release date: May 25, 2018  | Last revised: June 07, 2018
                                            "
110,TA18-141A,https://www.cisa.gov/ncas/alerts/TA18-141A,Side-Channel Vulnerability Variants 3a and 4,"
                                Original release date: May 21, 2018  | Last revised: May 22, 2018
                                            "
111,TA18-106A,https://www.cisa.gov/ncas/alerts/TA18-106A,Russian State-Sponsored Cyber Actors Targeting Network Infrastructure Devices,"
                                Original release date: April 16, 2018  | Last revised: April 20, 2018
                                            "
112,TA18-086A,https://www.cisa.gov/ncas/alerts/TA18-086A,Brute Force Attacks Conducted by Cyber Actors ,"
                                Original release date: March 27, 2018  | Last revised: May 06, 2020
                                            "
113,TA18-074A,https://www.cisa.gov/ncas/alerts/TA18-074A,Russian Government Cyber Activity Targeting Energy and Other Critical Infrastructure Sectors,"
                                Original release date: March 15, 2018  | Last revised: March 16, 2018
                                            "
114,TA18-004A,https://www.cisa.gov/ncas/alerts/TA18-004A,Meltdown and Spectre Side-Channel Vulnerability Guidance,"
                                Original release date: January 04, 2018  | Last revised: May 01, 2018
                                            "
115,TA17-318B,https://www.cisa.gov/ncas/alerts/TA17-318B,HIDDEN COBRA – North Korean Trojan: Volgmer,"
                                Original release date: November 14, 2017  | Last revised: November 22, 2017
                                            "
116,TA17-318A,https://www.cisa.gov/ncas/alerts/TA17-318A,HIDDEN COBRA – North Korean Remote Administration Tool: FALLCHILL,"
                                Original release date: November 14, 2017  | Last revised: November 22, 2017
                                            "
117,TA17-293A,https://www.cisa.gov/ncas/alerts/TA17-293A,Advanced Persistent Threat Activity Targeting Energy and Other Critical Infrastructure Sectors,"
                                Original release date: October 20, 2017  | Last revised: March 15, 2018
                                            "
118,TA17-181A,https://www.cisa.gov/ncas/alerts/TA17-181A,Petya Ransomware ,"
                                Original release date: July 01, 2017  | Last revised: February 15, 2018
                                            "
119,TA17-164A,https://www.cisa.gov/ncas/alerts/TA17-164A,HIDDEN COBRA – North Korea’s DDoS Botnet Infrastructure,"
                                Original release date: June 13, 2017  | Last revised: August 23, 2017
                                            "
120,TA17-163A,https://www.cisa.gov/ncas/alerts/TA17-163A,CrashOverride Malware,"
                                Original release date: June 12, 2017  | Last revised: July 20, 2021
                                            "
121,TA17-156A,https://www.cisa.gov/ncas/alerts/TA17-156A,Reducing the Risk of SNMP Abuse,"
                                                Original release date: June 05, 2017
                            "
122,TA17-132A,https://www.cisa.gov/ncas/alerts/TA17-132A,Indicators Associated With WannaCry Ransomware,"
                                Original release date: May 12, 2017  | Last revised: June 07, 2018
                                            "
123,TA17-117A,https://www.cisa.gov/ncas/alerts/TA17-117A,Intrusions Affecting Multiple Victims Across Multiple Sectors,"
                                Original release date: April 27, 2017  | Last revised: December 20, 2018
                                            "
124,TA17-075A,https://www.cisa.gov/ncas/alerts/TA17-075A,HTTPS Interception Weakens TLS Security,"
                                                Original release date: March 16, 2017
                            "
125,TA16-336A,https://www.cisa.gov/ncas/alerts/TA16-336A,Avalanche (crimeware-as-a-service infrastructure),"
                                Original release date: December 01, 2016  | Last revised: December 14, 2016
                                            "
126,TA16-288A,https://www.cisa.gov/ncas/alerts/TA16-288A,Heightened DDoS Threat Posed by Mirai and Other Botnets,"
                                Original release date: October 14, 2016  | Last revised: October 17, 2017
                                            "
127,TA16-250A,https://www.cisa.gov/ncas/alerts/TA16-250A,The Increasing Threat to Network Infrastructure Devices and Recommended Mitigations,"
                                Original release date: September 06, 2016  | Last revised: September 28, 2016
                                            "
128,TA16-187A,https://www.cisa.gov/ncas/alerts/TA16-187A,Symantec and Norton Security Products Contain Critical Vulnerabilities,"
                                                Original release date: July 05, 2016
                            "
129,TA16-144A,https://www.cisa.gov/ncas/alerts/TA16-144A,WPAD Name Collision Vulnerability,"
                                Original release date: May 23, 2016  | Last revised: October 06, 2016
                                            "
130,TA16-132A,https://www.cisa.gov/ncas/alerts/TA16-132A,Exploitation of SAP Business Applications,"
                                Original release date: May 11, 2016  | Last revised: September 29, 2016
                                            "
131,TA16-105A,https://www.cisa.gov/ncas/alerts/TA16-105A,Apple Ends Support for QuickTime for Windows; New Vulnerabilities Announced,"
                                Original release date: April 14, 2016  | Last revised: September 29, 2016
                                            "
132,TA16-091A,https://www.cisa.gov/ncas/alerts/TA16-091A,Ransomware and Recent Variants,"
                                Original release date: March 31, 2016  | Last revised: September 29, 2016
                                            "
133,TA15-337A,https://www.cisa.gov/ncas/alerts/TA15-337A,Dorkbot,"
                                Original release date: December 03, 2015  | Last revised: September 29, 2016
                                            "
134,TA15-314A,https://www.cisa.gov/ncas/alerts/TA15-314A,Compromised Web Servers and Web Shells - Threat Awareness and Guidance ,"
                                Original release date: November 10, 2015  | Last revised: August 09, 2017
                                            "
135,TA15-286A,https://www.cisa.gov/ncas/alerts/TA15-286A,Dridex P2P Malware,"
                                Original release date: October 13, 2015  | Last revised: September 29, 2016
                                            "
136,TA15-240A,https://www.cisa.gov/ncas/alerts/TA15-240A,Controlling Outbound DNS Access,"
                                Original release date: August 28, 2015  | Last revised: September 29, 2016
                                            "
137,TA15-213A,https://www.cisa.gov/ncas/alerts/TA15-213A,Recent Email Phishing Campaigns – Mitigation and Response Recommendations,"
                                Original release date: August 01, 2015  | Last revised: September 29, 2016
                                            "
138,TA15-195A,https://www.cisa.gov/ncas/alerts/TA15-195A,Adobe Flash and Microsoft Windows Vulnerabilities,"
                                Original release date: July 14, 2015  | Last revised: September 29, 2016
                                            "
139,TA15-120A,https://www.cisa.gov/ncas/alerts/TA15-120A,Securing End-to-End Communications,"
                                Original release date: April 30, 2015  | Last revised: September 29, 2016
                                            "
140,TA15-119A,https://www.cisa.gov/ncas/alerts/TA15-119A,Top 30 Targeted High Risk Vulnerabilities,"
                                Original release date: April 29, 2015  | Last revised: September 29, 2016
                                            "
141,TA15-105A,https://www.cisa.gov/ncas/alerts/TA15-105A,Simda Botnet,"
                                Original release date: April 15, 2015  | Last revised: September 29, 2016
                                            "
142,TA15-103A,https://www.cisa.gov/ncas/alerts/TA15-103A,DNS Zone Transfer AXFR Requests May Leak Domain Information,"
                                Original release date: April 13, 2015  | Last revised: September 29, 2016
                                            "
143,TA15-098A,https://www.cisa.gov/ncas/alerts/TA15-098A,AAEH,"
                                Original release date: April 09, 2015  | Last revised: September 30, 2016
                                            "
144,TA15-051A,https://www.cisa.gov/ncas/alerts/TA15-051A,Lenovo Superfish Adware Vulnerable to HTTPS Spoofing,"
                                Original release date: February 20, 2015  | Last revised: September 30, 2016
                                            "
145,TA14-353A,https://www.cisa.gov/ncas/alerts/TA14-353A,Targeted Destructive Malware,"
                                Original release date: December 19, 2014  | Last revised: January 03, 2020
                                            "
